xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.2,8.0,1.6,0.5,0.0008493537024348353
0.2,8.0,1.6,0.6,0.001141703708707695
0.2,8.0,1.6,0.8,0.001492523716235127
0.2,8.0,1.6,1.0,0.0017633321430984073
0.2,8.0,1.6,2.0,0.001966438463245868
0.2,10.0,0.8,0.5,0.00034105082961527277
0.2,10.0,0.8,0.6,0.00045844151372197915
0.2,10.0,0.8,0.8,0.0005993103346500265
0.2,10.0,0.8,1.0,0.0007080511788751862
0.2,10.0,0.8,2.0,0.000789606812044056
0.2,10.0,1.0,0.5,0.0004095797346314257
0.2,10.0,1.0,0.6,0.000550558266479199
0.2,10.0,1.0,0.8,0.0007197325046965271
0.2,10.0,1.0,1.0,0.0008503231447239384
0.2,10.0,1.0,2.0,0.0009482661247444967
0.2,10.0,1.2,0.5,0.0004980117227904837
0.2,10.0,1.2,0.6,0.0006694288012872083
0.2,10.0,1.2,0.8,0.0008751292954832773
0.2,10.0,1.2,1.0,0.001033915641880243
0.2,10.0,1.2,2.0,0.0011530054016779673
0.2,10.0,1.4,0.5,0.0005812338409225806
0.2,10.0,1.4,0.6,0.0007812962137039032
0.2,10.0,1.4,0.8,0.001021371061041491
0.2,10.0,1.4,1.0,0.0012066919958284004
0.2,10.0,1.4,2.0,0.0013456826969185827
0.2,10.0,1.6,0.5,0.0006690844519933215
0.2,10.0,1.6,0.6,0.0008993852597446455
0.2,10.0,1.6,0.8,0.0011757462290462348
0.2,10.0,1.6,1.0,0.00138907750359483
0.2,10.0,1.6,2.0,0.0015490759595062763
0.2,14.0,0.8,0.5,0.00016628943316591825
0.2,14.0,0.8,0.6,0.00022352673805998426
0.2,14.0,0.8,0.8,0.00029221150393286344
0.2,14.0,0.8,1.0,0.00034523132320315634
0.2,14.0,0.8,2.0,0.00038499618765587584
0.2,14.0,1.0,0.5,0.00019970273048430356
0.2,14.0,1.0,0.6,0.00026844098916549495
0.2,14.0,1.0,0.8,0.0003509268995829247
0.2,14.0,1.0,1.0,0.0004146002339402389
0.2,14.0,1.0,2.0,0.0004623552347082246
0.2,14.0,1.2,0.5,0.00024282036547523266
0.2,14.0,1.2,0.6,0.00032639983909895406
0.2,14.0,1.2,0.8,0.0004266952074474197
0.2,14.0,1.2,1.0,0.000504116193540972
0.2,14.0,1.2,2.0,0.0005621819331111362
